log_Recency,log_Frequency,log_Monetary,log_avg_order_value,log_avg_days_between_orders,log_tenure_days,log_return_rate,log_unique_products,log_unique_months_active,log_last_month_revenue,Customer ID,log_ltv_3m
0.10453464162725139,1.9616540767025925,-0.401244340777631,-0.5560172097394678,1.5477111474934289,0.7631907994438454,3.1685162319522386,-0.11867310951733703,1.0211493204498598,-0.5929767590837716,12346,0.0
0.5433119378028677,-0.25095585869052395,0.575465661630072,0.4224490515116648,-0.46329210518614194,-0.24599072667959976,1.0486831648573698,0.4000063854717575,-0.06612371088404921,-0.5929767590837716,12349,7.246809892681354
0.5176208509664566,-0.8981027791545403,-0.1864019813794196,0.1986847375257494,-0.8743399915632066,-0.5122008392125589,-0.43313960773769145,-0.26321886458893073,-0.9291408671942207,-0.5929767590837716,12355,0.0
0.3560328220068377,-0.25095585869052395,0.8082435974312648,1.101121351969497,1.4212102065202634,0.7942877055648823,-0.43313960773769145,0.11527114476145708,-0.06612371088404921,-0.5929767590837716,12358,6.929595045586593
0.18395614475673447,0.8553491090060342,0.9437771008417575,0.25892346514074216,0.6183594081566177,0.8095740930391682,0.2687332737994288,0.8936927440436432,0.5461967061480413,-0.5929767590837716,12359,6.314145693737225
0.48216490553811053,0.20820218854201775,0.1873680683784983,-0.0809443672037384,0.5210613082258734,0.33566866821605945,-0.08601799401655567,0.3418261741264899,0.5461967061480413,-0.5929767590837716,12360,6.6992416860239254
0.616197955414695,-0.25095585869052395,-0.8683521529756304,-0.17435002529320043,1.938686749336228,0.5167778646472186,-0.43313960773769145,-0.8497107988557694,-0.06612371088404921,-0.5929767590837716,12361,4.74493212836325
1.390163038492135,-0.8981027791545403,-1.2390762694204127,2.25882477742307,-0.8743399915632066,0.8296928631747859,-0.43313960773769145,-2.4649468278525126,-0.9291408671942207,-0.5929767590837716,12362,0.0
0.9598669595412758,-0.8981027791545403,-0.16699327190397772,2.553026078978416,-0.8743399915632066,0.16793506308087025,-0.43313960773769145,-1.8400882356887494,-0.9291408671942207,-0.5929767590837716,12366,0.0
0.9330890786549928,-0.8981027791545403,0.31706202849649057,1.1590701746123102,-0.8743399915632066,0.12675302026586413,-0.43313960773769145,-0.4354514143522008,-0.9291408671942207,-0.5929767590837716,12368,0.0
1.0010967393094914,-0.8981027791545403,-0.45548652368520876,0.8383845342358507,-0.8743399915632066,0.23134286457488976,-0.43313960773769145,-1.0140701073757057,-0.9291408671942207,-0.5929767590837716,12369,7.275054583990368
0.9110685561795939,0.20820218854201775,0.1818045502692045,0.19563511831197677,0.15918463023243595,0.42587605866408945,-0.43313960773769145,0.08913944865287149,-0.06612371088404921,-0.5929767590837716,12370,0.0
1.0210139918060337,-0.25095585869052395,-0.011833701919770982,-0.0464862920582337,-0.8743399915632066,0.2619738599308389,-0.43313960773769145,0.0622275877252148,-0.9291408671942207,-0.5929767590837716,12371,7.360574600140305
0.9110685561795939,-0.25095585869052395,0.16979695291304067,0.11536658133163397,0.1950117513758596,0.4590412454658498,-0.43313960773769145,0.0344875408025415,-0.06612371088404921,-0.5929767590837716,12373,0.0
0.6835427782276519,-0.8981027791545403,0.6476366915815179,0.8344319864243035,-0.8743399915632066,-0.25702740179843214,-0.43313960773769145,0.165366275973409,-0.9291408671942207,-0.5929767590837716,12374,6.755477843536559
0.6907191772479794,-0.8981027791545403,0.5383950164312482,0.3692140350741312,-0.8743399915632066,-0.24599072667959976,-0.43313960773769145,0.4000063854717575,-0.9291408671942207,-0.5929767590837716,12377,6.377135027887967
